timestamp,video time,track information,total up,man up,woman up,total down,man down,woman down
14:52:43,0:00:02.800000,"[{'ID': 0, 'location': array([268,  92]), 'gender': 'woman'}, {'ID': 1, 'location': array([231,  92]), 'gender': 'man'}, {'ID': 2, 'location': array([202,  83]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:43,0:00:02.840000,"[{'ID': 0, 'location': array([268,  92]), 'gender': 'woman'}, {'ID': 1, 'location': array([230,  92]), 'gender': 'man'}, {'ID': 2, 'location': array([203,  83]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:44,0:00:02.880000,"[{'ID': 0, 'location': array([269,  92]), 'gender': 'woman'}, {'ID': 1, 'location': array([232,  92]), 'gender': 'man'}, {'ID': 2, 'location': array([205,  83]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:44,0:00:02.920000,"[{'ID': 0, 'location': array([270,  92]), 'gender': 'woman'}, {'ID': 1, 'location': array([233,  91]), 'gender': 'man'}, {'ID': 2, 'location': array([205,  82]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:44,0:00:02.960000,"[{'ID': 0, 'location': array([270,  92]), 'gender': 'woman'}, {'ID': 1, 'location': array([232,  90]), 'gender': 'man'}, {'ID': 2, 'location': array([206,  83]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:44,0:00:03,"[{'ID': 0, 'location': array([271,  92]), 'gender': 'woman'}, {'ID': 1, 'location': array([233,  90]), 'gender': 'man'}, {'ID': 2, 'location': array([205,  83]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:44,0:00:03.040000,"[{'ID': 0, 'location': array([271,  91]), 'gender': 'woman'}, {'ID': 1, 'location': array([233,  90]), 'gender': 'man'}, {'ID': 2, 'location': array([204,  83]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:45,0:00:03.080000,"[{'ID': 0, 'location': array([273,  91]), 'gender': 'woman'}, {'ID': 1, 'location': array([233,  91]), 'gender': 'man'}, {'ID': 2, 'location': array([206,  83]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:45,0:00:03.120000,"[{'ID': 0, 'location': array([274,  91]), 'gender': 'woman'}, {'ID': 1, 'location': array([233,  91]), 'gender': 'man'}, {'ID': 2, 'location': array([206,  82]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:45,0:00:03.160000,"[{'ID': 0, 'location': array([273,  91]), 'gender': 'woman'}, {'ID': 1, 'location': array([232,  91]), 'gender': 'man'}, {'ID': 2, 'location': array([206,  82]), 'gender': 'man'}]",0,0,0,0,0,0
